source_district,dest_district,source_year,dest_year,filter_state
Sagar,Sagar,1971,1981,Madhya Pradesh
Sagar,Sagar,1981,1991,Madhya Pradesh
Sagar,Sagar,1991,2001,Madhya Pradesh
Sagar,Sagar,2001,2011,Madhya Pradesh
Sagar,Sagar,2011,2024,Madhya Pradesh
Saharanpur,Saharanpur,1951,1961,Uttar Pradesh
Saharanpur,Saharanpur,1961,1971,Uttar Pradesh
Saharanpur,Saharanpur,1971,1981,Uttar Pradesh
Saharanpur,Saharanpur,1981,1991,Uttar Pradesh
Saharanpur,Saharanpur,1991,2001,Uttar Pradesh
Saharanpur,Saharanpur,2001,2011,Uttar Pradesh
Saharanpur,Saharanpur,2011,2024,Uttar Pradesh
Saharanpur,Saharanpur,1951,1961,Uttarakhand
Saharanpur,Saharanpur,1961,1971,Uttarakhand
Saharanpur,Saharanpur,1971,1981,Uttarakhand
Saharanpur,Hardwar,1981,1991,Uttarakhand
Saharsa,Saharsa,1951,1961,Bihar
Saharsa,Saharsa,1951,1961,Bihar
Saharsa,Saharsa,1951,1961,Bihar
Saharsa,Saharsa,1961,1971,Bihar
Saharsa,Saharsa,1961,1971,Bihar
Saharsa,Saharsa,1961,1971,Bihar
Saharsa,Saharsa,1971,1981,Bihar
Saharsa,Saharsa,1971,1981,Bihar
Saharsa,Saharsa,1971,1981,Bihar
Saharsa,Saharsa,1981,1991,Bihar
Saharsa,Madhepura,1981,1991,Bihar
Saharsa,Saharsa,1981,1991,Bihar
Saharsa,Supaul,1991,2001,Bihar
Saharsa,Saharsa,1991,2001,Bihar
Saharsa,Saharsa,2001,2011,Bihar
Saharsa,Saharsa,2011,2024,Bihar
Sahibganj,Sahibganj,1991,2001,Jharkhand
Sahibganj,Pakaur,1991,2001,Jharkhand
Sahibganj,Sahibganj,2001,2011,Jharkhand
Sahibganj,Sahibganj,2011,2024,Jharkhand
Sahibzada Ajit Singh Nagar,Sahibzada Ajit Singh Nagar,2011,2024,Punjab
Sahibzada Ajit Singh Nagar,Sahibzada Ajit Singh Nagar,2011,2024,Punjab
Saiha,Saiha,2001,2011,Mizoram
Saiha,Saiha,2011,2024,Mizoram
Salem,Salem,1951,1961,Tamil Nadu
Salem,Salem,1951,1961,Tamil Nadu
Salem,Salem,1951,1961,Tamil Nadu
Salem,Salem,1951,1961,Tamil Nadu
Salem,Salem,1961,1971,Tamil Nadu
Salem,Salem,1961,1971,Tamil Nadu
Salem,Dharmapuri,1961,1971,Tamil Nadu
Salem,Dharmapuri,1961,1971,Tamil Nadu
Salem,Salem,1971,1981,Tamil Nadu
Salem,Salem,1971,1981,Tamil Nadu
Salem,Salem,1981,1991,Tamil Nadu
Salem,Salem,1981,1991,Tamil Nadu
Salem,Salem,1991,2001,Tamil Nadu
Salem,Namakkal,1991,2001,Tamil Nadu
Salem,Salem,2001,2011,Tamil Nadu
Salem,Salem,2011,2024,Tamil Nadu
Samastipur,Samastipur,1981,1991,Bihar
Samastipur,Samastipur,1991,2001,Bihar
Samastipur,Samastipur,2001,2011,Bihar
Samastipur,Samastipur,2011,2024,Bihar
Samba,Samba,2011,2024,Jammu & Kashmir
Sambalpur,Sambalpur,1951,1961,Odisha
Sambalpur,Sambalpur,1951,1961,Odisha
Sambalpur,Sambalpur,1951,1961,Odisha
Sambalpur,Sambalpur,1951,1961,Odisha
Sambalpur,Sambalpur,1961,1971,Odisha
Sambalpur,Sambalpur,1961,1971,Odisha
Sambalpur,Sambalpur,1961,1971,Odisha
Sambalpur,Sambalpur,1961,1971,Odisha
Sambalpur,Sambalpur,1971,1981,Odisha
Sambalpur,Sambalpur,1971,1981,Odisha
Sambalpur,Sambalpur,1971,1981,Odisha
Sambalpur,Sambalpur,1971,1981,Odisha
Sambalpur,Sambalpur,1981,1991,Odisha
Sambalpur,Sambalpur,1981,1991,Odisha
Sambalpur,Sambalpur,1981,1991,Odisha
Sambalpur,Sambalpur,1981,1991,Odisha
Sambalpur,Bargarh,1991,2001,Odisha
Sambalpur,Jharsuguda,1991,2001,Odisha
Sambalpur,Sambalpur,1991,2001,Odisha
Sambalpur,Debagarh,1991,2001,Odisha
Sambalpur,Sambalpur,2001,2011,Odisha
Sambalpur,Sambalpur,2011,2024,Odisha
Sangli,Sangli,1961,1971,Maharashtra
Sangli,Sangli,1971,1981,Maharashtra
Sangli,Sangli,1981,1991,Maharashtra
Sangli,Sangli,1991,2001,Maharashtra
Sangli,Sangli,2001,2011,Maharashtra
Sangli,Sangli,2011,2024,Maharashtra
Sangrur,Sangrur,1951,1961,Haryana
Sangrur,Jind,1961,1971,Haryana
Sangrur,Sangrur,1951,1961,Punjab
Sangrur,Sangrur,1951,1961,Punjab
Sangrur,Sangrur,1961,1971,Punjab
Sangrur,Sangrur,1961,1971,Punjab
Sangrur,Sangrur,1961,1971,Punjab
Sangrur,Sangrur,1971,1981,Punjab
Sangrur,Sangrur,1971,1981,Punjab
Sangrur,Sangrur,1971,1981,Punjab
Sangrur,Sangrur,1981,1991,Punjab
Sangrur,Sangrur,1981,1991,Punjab
Sangrur,Sangrur,1981,1991,Punjab
Sangrur,Sangrur,1991,2001,Punjab
Sangrur,Sangrur,1991,2001,Punjab
Sangrur,Sangrur,1991,2001,Punjab
Sangrur,Sangrur,2001,2011,Punjab
Sangrur,Barnala,2001,2011,Punjab
Sangrur,Sangrur,2001,2011,Punjab
Sangrur,Sangrur,2011,2024,Punjab
Sangrur,Malerkotla,2011,2024,Punjab
Sant Kabir Nagar,Sant Kabir Nagar,2001,2011,Uttar Pradesh
Sant Kabir Nagar,Sant Kabir Nagar,2011,2024,Uttar Pradesh
Sant Ravidas Nagar,Sant Ravidas Nagar (Bhadohi),2001,2011,Uttar Pradesh
Sant Ravidas Nagar (Bhadohi),Bhadohi,2011,2024,Uttar Pradesh
Santal Parganas,Santal Parganas,1951,1961,Jharkhand
Santal Parganas,Santal Parganas,1951,1961,Jharkhand
Santal Parganas,Santal Parganas,1951,1961,Jharkhand
Santal Parganas,Santal Parganas,1951,1961,Jharkhand
Santal Parganas,Santal Parganas,1951,1961,Jharkhand
Santal Parganas,Santal Parganas,1951,1961,Jharkhand
Santal Parganas,Santal Parganas,1961,1971,Jharkhand
Santal Parganas,Santal Parganas,1961,1971,Jharkhand
Santal Parganas,Santal Parganas,1961,1971,Jharkhand
Santal Parganas,Santal Parganas,1961,1971,Jharkhand
Santal Parganas,Santal Parganas,1961,1971,Jharkhand
Santal Parganas,Santal Parganas,1961,1971,Jharkhand
Santal Parganas,Santhal Pargana,1971,1981,Jharkhand
Santal Parganas,Santhal Pargana,1971,1981,Jharkhand
Santal Parganas,Santhal Pargana,1971,1981,Jharkhand
Santal Parganas,Santhal Pargana,1971,1981,Jharkhand
Santal Parganas,Santhal Pargana,1971,1981,Jharkhand
Santal Parganas,Santhal Pargana,1971,1981,Jharkhand
Santhal Pargana,Deoghar,1981,1991,Jharkhand
Santhal Pargana,Godda,1981,1991,Jharkhand
Santhal Pargana,Sahibganj,1981,1991,Jharkhand
Santhal Pargana,Sahibganj,1981,1991,Jharkhand
Santhal Pargana,Dumka,1981,1991,Jharkhand
Santhal Pargana,Dumka,1981,1991,Jharkhand
Saraikela-kharsawan,Saraikela-kharsawan,2011,2024,Jharkhand
Saran,Saran,1951,1961,Bihar
Saran,Saran,1951,1961,Bihar
Saran,Saran,1951,1961,Bihar
Saran,Saran,1961,1971,Bihar
Saran,Saran,1961,1971,Bihar
Saran,Saran,1961,1971,Bihar
Saran,Gopalganj,1971,1981,Bihar
Saran,Siwan,1971,1981,Bihar
Saran,Saran,1971,1981,Bihar
Saran,Saran,1981,1991,Bihar
Saran,Saran,1991,2001,Bihar
Saran,Saran,2001,2011,Bihar
Saran,Saran,2011,2024,Bihar
Satara,Satara,1961,1971,Maharashtra
Satara,Satara,1971,1981,Maharashtra
Satara,Satara,1981,1991,Maharashtra
Satara,Satara,1991,2001,Maharashtra
Satara,Satara,2001,2011,Maharashtra
Satara,Satara,2011,2024,Maharashtra
Satara North,Satara,1951,1961,Maharashtra
Satara South,Sangli,1951,1961,Maharashtra
Satna,Satna,1951,1961,Madhya Pradesh
Satna,Satna,1961,1971,Madhya Pradesh
Satna,Satna,1971,1981,Madhya Pradesh
Satna,Satna,1981,1991,Madhya Pradesh
Satna,Satna,1991,2001,Madhya Pradesh
Satna,Satna,2001,2011,Madhya Pradesh
Satna,Satna,2011,2024,Madhya Pradesh
Sawai Madhopur,Sawai Madhopur,1961,1971,Rajasthan
Sawai Madhopur,Sawai Madhopur,1961,1971,Rajasthan
Sawai Madhopur,Sawai Madhopur,1971,1981,Rajasthan
Sawai Madhopur,Sawai Madhopur,1971,1981,Rajasthan
Sawai Madhopur,Sawai Madhopur,1981,1991,Rajasthan
Sawai Madhopur,Sawai Madhopur,1981,1991,Rajasthan
Sawai Madhopur,Karauli,1991,2001,Rajasthan
Sawai Madhopur,Sawai Madhopur,1991,2001,Rajasthan
Sawai Madhopur,Sawai Madhopur,2001,2011,Rajasthan
Sawai Madhopur,Sawai Madhopur,2011,2024,Rajasthan
Sehore,Sehore,1951,1961,Madhya Pradesh
Sehore,Sehore,1951,1961,Madhya Pradesh
Sehore,Sehore,1961,1971,Madhya Pradesh
Sehore,Sehore,1961,1971,Madhya Pradesh
Sehore,Bhopal,1971,1981,Madhya Pradesh
Sehore,Sehore,1971,1981,Madhya Pradesh
Sehore,Sehore,1981,1991,Madhya Pradesh
Sehore,Sehore,1991,2001,Madhya Pradesh
Sehore,Sehore,2001,2011,Madhya Pradesh
Sehore,Sehore,2011,2024,Madhya Pradesh
Senapati,Senapati,1991,2001,Manipur
Senapati,Senapati,1991,2001,Manipur
Senapati,Senapati,2001,2011,Manipur
Senapati,Senapati,2001,2011,Manipur
Senapati,Senapati,2011,2024,Manipur
Senapati,Kangpokpi,2011,2024,Manipur
Seoni,Seoni,1961,1971,Madhya Pradesh
Seoni,Seoni,1971,1981,Madhya Pradesh
Seoni,Seoni,1981,1991,Madhya Pradesh
Seoni,Seoni,1991,2001,Madhya Pradesh
Seoni,Seoni,2001,2011,Madhya Pradesh
Seoni,Seoni,2011,2024,Madhya Pradesh
Serchhip,Serchhip,2001,2011,Mizoram
Serchhip,Serchhip,2011,2024,Mizoram
Shahabad,Shahabad,1951,1961,Bihar
Shahabad,Shahabad,1951,1961,Bihar
Shahabad,Shahabad,1951,1961,Bihar
Shahabad,Shahabad,1951,1961,Bihar
Shahabad,Shahabad,1961,1971,Bihar
Shahabad,Shahabad,1961,1971,Bihar
Shahabad,Shahabad,1961,1971,Bihar
Shahabad,Shahabad,1961,1971,Bihar
Shahabad,Bhojpur,1971,1981,Bihar
Shahabad,Bhojpur,1971,1981,Bihar
Shahabad,Rohtas,1971,1981,Bihar
Shahabad,Rohtas,1971,1981,Bihar
Shahdol,Shahdol,1951,1961,Madhya Pradesh
Shahdol,Shahdol,1951,1961,Madhya Pradesh
Shahdol,Shahdol,1951,1961,Madhya Pradesh
Shahdol,Shahdol,1961,1971,Madhya Pradesh
Shahdol,Shahdol,1961,1971,Madhya Pradesh
Shahdol,Shahdol,1961,1971,Madhya Pradesh
Shahdol,Shahdol,1971,1981,Madhya Pradesh
Shahdol,Shahdol,1971,1981,Madhya Pradesh
Shahdol,Shahdol,1971,1981,Madhya Pradesh
Shahdol,Shahdol,1981,1991,Madhya Pradesh
Shahdol,Shahdol,1981,1991,Madhya Pradesh
Shahdol,Shahdol,1981,1991,Madhya Pradesh
Shahdol,Umaria,1991,2001,Madhya Pradesh
Shahdol,Shahdol,1991,2001,Madhya Pradesh
Shahdol,Shahdol,1991,2001,Madhya Pradesh
Shahdol,Shahdol,2001,2011,Madhya Pradesh
Shahdol,Annupur,2001,2011,Madhya Pradesh
Shahdol,Shahdol,2011,2024,Madhya Pradesh
Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,2011,2024,Punjab
Shahid Bhagat Singh Nagar,Shahid Bhagat Singh Nagar,2011,2024,Punjab
Shahjahanpur,Shahjahanpur,1951,1961,Uttar Pradesh
Shahjahanpur,Shahjahanpur,1961,1971,Uttar Pradesh
Shahjahanpur,Shahjahanpur,1971,1981,Uttar Pradesh
Shahjahanpur,Shahjahanpur,1981,1991,Uttar Pradesh
Shahjahanpur,Shahjahanpur,1991,2001,Uttar Pradesh
Shahjahanpur,Shahjahanpur,2001,2011,Uttar Pradesh
Shahjahanpur,Shahjahanpur,2011,2024,Uttar Pradesh
Shajapur,Shajapur,1951,1961,Madhya Pradesh
Shajapur,Shajapur,1951,1961,Madhya Pradesh
Shajapur,Shajapur,1961,1971,Madhya Pradesh
Shajapur,Shajapur,1961,1971,Madhya Pradesh
Shajapur,Shajapur,1971,1981,Madhya Pradesh
Shajapur,Shajapur,1971,1981,Madhya Pradesh
Shajapur,Shajapur,1981,1991,Madhya Pradesh
Shajapur,Shajapur,1981,1991,Madhya Pradesh
Shajapur,Shajapur,1991,2001,Madhya Pradesh
Shajapur,Shajapur,1991,2001,Madhya Pradesh
Shajapur,Shajapur,2001,2011,Madhya Pradesh
Shajapur,Shajapur,2001,2011,Madhya Pradesh
Shajapur,Shajapur,2011,2024,Madhya Pradesh
Shajapur,Agar-Malwa,2011,2024,Madhya Pradesh
Sheikhpura,Sheikhpura,2001,2011,Bihar
Sheikhpura,Sheikhpura,2011,2024,Bihar
Sheohar,Sheohar,2001,2011,Bihar
Sheohar,Sheohar,2011,2024,Bihar
Sheopur,Sheopur,2001,2011,Madhya Pradesh
Sheopur,Sheopur,2011,2024,Madhya Pradesh
Shimla,Shimla,1981,1991,Himachal Pradesh
Shimla,Shimla,1981,1991,Himachal Pradesh
Shimla,Shimla,1991,2001,Himachal Pradesh
Shimla,Shimla,1991,2001,Himachal Pradesh
Shimla,Shimla,2001,2011,Himachal Pradesh
Shimla,Shimla,2001,2011,Himachal Pradesh
Shimla,Shimla,2011,2024,Himachal Pradesh
Shimla,Shimla,2011,2024,Himachal Pradesh
Shimoga,Shimoga,1951,1961,Karnataka
Shimoga,Shimoga,1961,1971,Karnataka
Shimoga,Shimoga,1971,1981,Karnataka
Shimoga,Shimoga,1981,1991,Karnataka
Shimoga,Shimoga,1991,2001,Karnataka
Shimoga,Shimoga,2001,2011,Karnataka
Shimoga,Shivamogga,2011,2024,Karnataka
Shivpuri,Shivpuri,1951,1961,Madhya Pradesh
Shivpuri,Shivpuri,1961,1971,Madhya Pradesh
Shivpuri,Shivpuri,1971,1981,Madhya Pradesh
Shivpuri,Shivpuri,1981,1991,Madhya Pradesh
Shivpuri,Shivpuri,1991,2001,Madhya Pradesh
Shivpuri,Shivpuri,2001,2011,Madhya Pradesh
Shivpuri,Shivpuri,2011,2024,Madhya Pradesh
Sholapur,Sholapur,1951,1961,Maharashtra
Sholapur,Sholapur,1961,1971,Maharashtra
Sholapur,Solapur,1971,1981,Maharashtra
Shrawasti,Shrawasti,2001,2011,Uttar Pradesh
Shrawasti,Shrawasti,2011,2024,Uttar Pradesh
Shupiyan,Shupiyan,2011,2024,Jammu & Kashmir
Siang,West Siang,1971,1981,Arunachal Pradesh
Siang,West Siang,1971,1981,Arunachal Pradesh
Siang,West Siang,1971,1981,Arunachal Pradesh
Siang,West Siang,1971,1981,Arunachal Pradesh
Siang,West Siang,1971,1981,Arunachal Pradesh
Siang,West Siang,1971,1981,Arunachal Pradesh
Siang,East Siang,1971,1981,Arunachal Pradesh
Siang,East Siang,1971,1981,Arunachal Pradesh
Siang,East Siang,1971,1981,Arunachal Pradesh
Siang,East Siang,1971,1981,Arunachal Pradesh
Siang,East Siang,1971,1981,Arunachal Pradesh
Siang Frontier Division,Siang,1961,1971,Arunachal Pradesh
Siang Frontier Division,Siang,1961,1971,Arunachal Pradesh
Siang Frontier Division,Siang,1961,1971,Arunachal Pradesh
Siang Frontier Division,Siang,1961,1971,Arunachal Pradesh
Siang Frontier Division,Siang,1961,1971,Arunachal Pradesh
Siang Frontier Division,Siang,1961,1971,Arunachal Pradesh
Siang Frontier Division,Siang,1961,1971,Arunachal Pradesh
Siang Frontier Division,Siang,1961,1971,Arunachal Pradesh
Siang Frontier Division,Siang,1961,1971,Arunachal Pradesh
Siang Frontier Division,Siang,1961,1971,Arunachal Pradesh
Siang Frontier Division,Siang,1961,1971,Arunachal Pradesh
Sibsagar,Sibsagar,1951,1961,Assam
Sibsagar,Sibsagar,1951,1961,Assam
Sibsagar,Sibsagar,1951,1961,Assam
Sibsagar,Sibsagar,1951,1961,Assam
Sibsagar,Sibsagar,1951,1961,Assam
Sibsagar,Sibsagar,1961,1971,Assam
Sibsagar,Sibsagar,1961,1971,Assam
Sibsagar,Sibsagar,1961,1971,Assam
Sibsagar,Sibsagar,1961,1971,Assam
Sibsagar,Sibsagar,1961,1971,Assam
Sibsagar,Sibsagar,1971,1981,Assam
Sibsagar,Sibsagar,1971,1981,Assam
Sibsagar,Sibsagar,1971,1981,Assam
Sibsagar,Sibsagar,1971,1981,Assam
Sibsagar,Sibsagar,1971,1981,Assam
Sibsagar,Sibsagar,1981,1991,Assam
Sibsagar,Jorhat,1981,1991,Assam
Sibsagar,Golaghat,1981,1991,Assam
Sibsagar,Sibsagar,1981,1991,Assam
Sibsagar,Jorhat,1981,1991,Assam
Sibsagar,Sibsagar,1991,2001,Assam
Sibsagar,Sibsagar,1991,2001,Assam
Sibsagar,Sivasagar,2001,2011,Assam
Sibsagar,Sivasagar,2001,2011,Assam
Siddharthnagar,Siddharthnagar,1991,2001,Uttar Pradesh
Siddharthnagar,Siddharthnagar,2001,2011,Uttar Pradesh
Siddharthnagar,Siddharthnagar,2011,2024,Uttar Pradesh
Sidhi,Sidhi,1951,1961,Madhya Pradesh
Sidhi,Sidhi,1951,1961,Madhya Pradesh
Sidhi,Sidhi,1961,1971,Madhya Pradesh
Sidhi,Sidhi,1961,1971,Madhya Pradesh
Sidhi,Sidhi,1971,1981,Madhya Pradesh
Sidhi,Sidhi,1971,1981,Madhya Pradesh
Sidhi,Sidhi,1981,1991,Madhya Pradesh
Sidhi,Sidhi,1981,1991,Madhya Pradesh
Sidhi,Sidhi,1991,2001,Madhya Pradesh
Sidhi,Sidhi,1991,2001,Madhya Pradesh
Sidhi,Sidhi,2001,2011,Madhya Pradesh
Sidhi,Singrauli,2001,2011,Madhya Pradesh
Sidhi,Sidhi,2011,2024,Madhya Pradesh
Sikar,Sikar,1951,1961,Rajasthan
Sikar,Sikar,1961,1971,Rajasthan
Sikar,Sikar,1971,1981,Rajasthan
Sikar,Sikar,1981,1991,Rajasthan
Sikar,Sikar,1991,2001,Rajasthan
Sikar,Sikar,2001,2011,Rajasthan
Sikar,Sikar,2011,2024,Rajasthan
Sikkim,Sikkim,1951,1961,Sikkim
Sikkim,Sikkim,1951,1961,Sikkim
Sikkim,Sikkim,1951,1961,Sikkim
Sikkim,Sikkim,1951,1961,Sikkim
Sikkim,Sikkim,1951,1961,Sikkim
Sikkim,Sikkim,1951,1961,Sikkim
Sikkim,Sikkim,1961,1971,Sikkim
Sikkim,Sikkim,1961,1971,Sikkim
Sikkim,Sikkim,1961,1971,Sikkim
Sikkim,Sikkim,1961,1971,Sikkim
Sikkim,Sikkim,1961,1971,Sikkim
Sikkim,Sikkim,1961,1971,Sikkim
Sikkim,East District,1971,1981,Sikkim
Sikkim,West District,1971,1981,Sikkim
Sikkim,South District,1971,1981,Sikkim
Sikkim,North District,1971,1981,Sikkim
Sikkim,East District,1971,1981,Sikkim
Sikkim,West District,1971,1981,Sikkim
Simdega,Simdega,2011,2024,Jharkhand
Simla,Simla,1951,1961,Himachal Pradesh
Simla,Simla,1961,1971,Himachal Pradesh
Simla,Solan,1971,1981,Himachal Pradesh
Sindhudurg,Sindhudurg,1991,2001,Maharashtra
Sindhudurg,Sindhudurg,2001,2011,Maharashtra
Sindhudurg,Sindhudurg,2011,2024,Maharashtra
Singhbhum,Singhbhum,1951,1961,Jharkhand
Singhbhum,Singhbhum,1951,1961,Jharkhand
Singhbhum,Singhbhum,1951,1961,Jharkhand
Singhbhum,Singhbhum,1961,1971,Jharkhand
Singhbhum,Singhbhum,1961,1971,Jharkhand
Singhbhum,Singhbhum,1961,1971,Jharkhand
Singhbhum,Singhbhum,1971,1981,Jharkhand
Singhbhum,Singhbhum,1971,1981,Jharkhand
Singhbhum,Singhbhum,1971,1981,Jharkhand
Singhbhum,Pashchimi Singhbhum,1981,1991,Jharkhand
Singhbhum,Pashchimi Singhbhum,1981,1991,Jharkhand
Singhbhum,Purbi Singhbhum,1981,1991,Jharkhand
Singrauli,Singrauli,2011,2024,Madhya Pradesh
Sirmaur,Sirmaur,1971,1981,Himachal Pradesh
Sirmaur,Sirmaur,1981,1991,Himachal Pradesh
Sirmaur,Sirmaur,1991,2001,Himachal Pradesh
Sirmaur,Sirmaur,2001,2011,Himachal Pradesh
Sirmaur,Sirmaur,2011,2024,Himachal Pradesh
Sirmoor,Sirmur,1951,1961,Himachal Pradesh
Sirmur,Sirmaur,1961,1971,Himachal Pradesh
Sirohi,Sirohi,1951,1961,Rajasthan
Sirohi,Sirohi,1961,1971,Rajasthan
Sirohi,Sirohi,1971,1981,Rajasthan
Sirohi,Sirohi,1981,1991,Rajasthan
Sirohi,Sirohi,1991,2001,Rajasthan
Sirohi,Sirohi,2001,2011,Rajasthan
Sirohi,Sirohi,2011,2024,Rajasthan
Sirsa,Sirsa,1981,1991,Haryana
Sirsa,Sirsa,1991,2001,Haryana
Sirsa,Sirsa,2001,2011,Haryana
Sirsa,Sirsa,2011,2024,Haryana
Sitamarhi,Sitamarhi,1981,1991,Bihar
Sitamarhi,Sitamarhi,1981,1991,Bihar
Sitamarhi,Sheohar,1991,2001,Bihar
Sitamarhi,Sitamarhi,1991,2001,Bihar
Sitamarhi,Sitamarhi,2001,2011,Bihar
Sitamarhi,Sitamarhi,2011,2024,Bihar
Sitapur,Sitapur,1951,1961,Uttar Pradesh
Sitapur,Sitapur,1961,1971,Uttar Pradesh
Sitapur,Sitapur,1971,1981,Uttar Pradesh
Sitapur,Sitapur,1981,1991,Uttar Pradesh
Sitapur,Sitapur,1991,2001,Uttar Pradesh
Sitapur,Sitapur,2001,2011,Uttar Pradesh
Sitapur,Sitapur,2011,2024,Uttar Pradesh
Sivaganga,Sivaganga,2001,2011,Tamil Nadu
Sivaganga,Sivaganga,2011,2024,Tamil Nadu
Sivasagar,Sivasagar,2011,2024,Assam
Sivasagar,Charaideo,2011,2024,Assam
Siwan,Siwan,1981,1991,Bihar
Siwan,Siwan,1991,2001,Bihar
Siwan,Siwan,2001,2011,Bihar
Siwan,Siwan,2011,2024,Bihar
Solan,Solan,1981,1991,Himachal Pradesh
Solan,Solan,1981,1991,Himachal Pradesh
Solan,Solan,1991,2001,Himachal Pradesh
Solan,Solan,1991,2001,Himachal Pradesh
Solan,Solan,2001,2011,Himachal Pradesh
Solan,Solan,2001,2011,Himachal Pradesh
Solan,Solan,2011,2024,Himachal Pradesh
Solan,Solan,2011,2024,Himachal Pradesh
Solapur,Solapur,1981,1991,Maharashtra
Solapur,Solapur,1991,2001,Maharashtra
Solapur,Solapur,2001,2011,Maharashtra
Solapur,Solapur,2011,2024,Maharashtra
Sonapur,Subarnapur,2001,2011,Odisha
Sonbhadra,Sonbhadra,1991,2001,Uttar Pradesh
Sonbhadra,Sonbhadra,2001,2011,Uttar Pradesh
Sonbhadra,Sonbhadra,2011,2024,Uttar Pradesh
Sonipat,Sonipat,1981,1991,Haryana
Sonipat,Sonipat,1991,2001,Haryana
Sonipat,Sonipat,2001,2011,Haryana
Sonipat,Sonipat,2011,2024,Haryana
Sonitpur,Sonitpur,1991,2001,Assam
Sonitpur,Sonitpur,1991,2001,Assam
Sonitpur,Sonitpur,2001,2011,Assam
Sonitpur,Sonitpur,2001,2011,Assam
Sonitpur,Sonitpur,2011,2024,Assam
Sonitpur,Biswanath,2011,2024,Assam
Sorath,Junagadh,1951,1961,Gujarat
Sorath,Junagadh,1951,1961,Gujarat
Sorath,Junagadh,1951,1961,Gujarat
South,South,2001,2011,Delhi
South,South East,2011,2024,Delhi
South,South,2001,2011,NCT of Delhi
South,South,2011,2024,NCT of Delhi
South,South,2001,2011,Sikkim
South,Namchi,2011,2024,Sikkim
South Andaman,South Andaman,2011,2024,Andaman and Nicobar Islands
South Arcot,South Arcot,1951,1961,Tamil Nadu
South Arcot,South Arcot,1951,1961,Tamil Nadu
South Arcot,South Arcot,1951,1961,Tamil Nadu
South Arcot,South Arcot,1961,1971,Tamil Nadu
South Arcot,South Arcot,1961,1971,Tamil Nadu
South Arcot,South Arcot,1961,1971,Tamil Nadu
South Arcot,South Arcot,1971,1981,Tamil Nadu
South Arcot,South Arcot,1971,1981,Tamil Nadu
South Arcot,South Arcot,1971,1981,Tamil Nadu
South Arcot,South Arcot,1981,1991,Tamil Nadu
South Arcot,South Arcot,1981,1991,Tamil Nadu
South Arcot,South Arcot,1981,1991,Tamil Nadu
South Arcot,Viluppuram,1991,2001,Tamil Nadu
South Arcot,Cuddalore,1991,2001,Tamil Nadu
South Arcot,Viluppuram,1991,2001,Tamil Nadu
South District,South District,1981,1991,Sikkim
South District,South,1991,2001,Sikkim
South Garo Hills,South Garo Hills,2001,2011,Meghalaya
South Garo Hills,South Garo Hills,2011,2024,Meghalaya
South Goa,South Goa,1991,2001,Goa
South Goa,South Goa,2001,2011,Goa
South Goa,South Goa,2011,2024,Goa
South Kanara,South Kanara,1951,1961,Karnataka
South Kanara,South Kanara,1951,1961,Karnataka
South Kanara,South Kanara,1961,1971,Karnataka
South Kanara,South Kanara,1961,1971,Karnataka
South Kanara,Dakshin Kannad,1971,1981,Karnataka
South Kanara,Dakshin Kannad,1971,1981,Karnataka
South Tripura,South Tripura,1971,1981,Tripura
South Tripura,South Tripura,1971,1981,Tripura
South Tripura,South Tripura,1981,1991,Tripura
South Tripura,South Tripura,1981,1991,Tripura
South Tripura,South Tripura,1991,2001,Tripura
South Tripura,South Tripura,1991,2001,Tripura
South Tripura,South Tripura,2001,2011,Tripura
South Tripura,South Tripura,2001,2011,Tripura
South Tripura,South Tripura,2011,2024,Tripura
South Tripura,Gomati,2011,2024,Tripura
South Twenty Four Parganas,South Twenty Four Parganas,1991,2001,West Bengal
South Twenty Four Parganas,South Twenty Four Parganas,2001,2011,West Bengal
South Twenty Four Parganas,South Twenty Four Parganas,2011,2024,West Bengal
South West,South West,2001,2011,Delhi
South West,New Delhi,2011,2024,Delhi
South West,South West,2001,2011,NCT of Delhi
South West,South West,2011,2024,NCT of Delhi
Sri Potti Sriramulu Nellore,Sri Potti Sriramulu Nellore,2011,2024,Andhra Pradesh
Sri Potti Sriramulu Nellore,Tirupati,2011,2024,Andhra Pradesh
Srikakulam,Srikakulam,1951,1961,Andhra Pradesh
Srikakulam,Srikakulam,1951,1961,Andhra Pradesh
Srikakulam,Srikakulam,1951,1961,Andhra Pradesh
Srikakulam,Srikakulam,1951,1961,Andhra Pradesh
Srikakulam,Srikakulam,1961,1971,Andhra Pradesh
Srikakulam,Srikakulam,1961,1971,Andhra Pradesh
Srikakulam,Srikakulam,1961,1971,Andhra Pradesh
Srikakulam,Srikakulam,1961,1971,Andhra Pradesh
Srikakulam,Srikakulam,1971,1981,Andhra Pradesh
Srikakulam,Srikakulam,1971,1981,Andhra Pradesh
Srikakulam,Vizianagaram,1971,1981,Andhra Pradesh
Srikakulam,Vizianagaram,1971,1981,Andhra Pradesh
Srikakulam,Srikakulam,1981,1991,Andhra Pradesh
Srikakulam,Srikakulam,1981,1991,Andhra Pradesh
Srikakulam,Srikakulam,1991,2001,Andhra Pradesh
Srikakulam,Srikakulam,1991,2001,Andhra Pradesh
Srikakulam,Srikakulam,2001,2011,Andhra Pradesh
Srikakulam,Srikakulam,2001,2011,Andhra Pradesh
